Item No.,mat_partcode,mat_partname,mat_maker,unit
222647700,SCZH-002T-P0.5,Terminal,JST,pcs
222647700,28B0394-000,Ferrite Core,LAIRD,pcs
222647700,AH-3 AWG9 WHITE,TUBE,IWASE,meter
222657800,UL 1571 AWG28 BLACK P300,Wire,SUMITOMO,meter
222657800,UL 1571 AWG28 BLUE P300,Wire,SUMITOMO,meter
222657800,UL 1571 AWG28 YELLOW P300,Wire,SUMITOMO,meter
222657800,UL 1571 AWG28 BROWN P300,Wire,SUMITOMO,meter
222657800,1251T0P-B2,Terminal,CKM,Pcs
222657800,1251H-4P-HF,Housing ,CKM,Pcs
222657600,UL 3443 AWG22 WHITE P300,Wire,SUMITOMO,meter
222657600,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
222657600,UL 3443 AWG22 YELLOW P300,Wire,SUMITOMO,meter
222657600,UL 3443 AWG22 RED P300,Wire,SUMITOMO,meter
222657600,UL 3443 AWG22 BROWN P300,Wire,SUMITOMO,meter
222657600,UL 3443 AWG22 VIOLET P300,Wire,SUMITOMO,meter
222657600,UL 3443 AWG22 GRAY P300,Wire,SUMITOMO,meter
222657600,UL 3443 AWG22 ORANGE P300,Wire,SUMITOMO,meter
222657600,2008-T2P-B1,Terminal,CKM,pcs
222657600,2015H-8P-HF,Housing ,CKM,pcs
222657600,SPHD-001T-P0.5,Terminal,JST,pcs
222657600,PHDR-8V-S,Housing ,JST,pcs
222657600,TCN20-10-10,Ferrite Core,TAKEUCHI,pcs
222655600,C-UL 1061 AWG24 RED P300,Wire,SUMITOMO,meter
222655600,C-UL 1061 AWG24 BLACK P300,Wire,SUMITOMO,meter
222655600,SYM-001T-P0.6,Terminal,JST,pcs
222655600,SMR-02V-N,Housing,JST,pcs
222655600,28B0709-030,Ferrite Core,LAIRD,pcs
222655600,LLS227N-B18,Solder Bar,SOLDER COAT,grams
222655600,AH-3 AWG9 WHITE,Tube,IWASE,meter
222717800,UL 10097 AWG20 WHITE P300,Wire,SUMITOMO,meter
222717800,UL 10097 AWG20 BLACK P300,Wire,SUMITOMO,meter
222717800,3962H-3P-HF,Housing,JST,pcs
222717800,3962T0P-BI,Terminal,JST,pcs
222717800,SO-222-KA-020-SS7-A (d),Inlet,TECX-UNIONS,pcs
222717800,SUMITUBE F2(Z) 4x0.25 BLACK,TUBE,IWASE,meter
222717800,FD3M T14x10x7,Ferrite Core,FENGRUI,pcs
222717800,GR-III (B-8) LLS227N,Solder Wire,SOLDER COAT,grams
223097100,UL 3265 AWG22 BLACK P300,Wire,SUMITOMO,meter
223097100,UL 3265 AWG22 WHITE P300,Wire,SUMITOMO,meter
223097100,PUDP-08V-S,Housing,JST,pcs
223097100,SPUD-001T-P0.5,Terminal,JST,pcs
223097100,2015H-8P-HF-E,Housing,CKM,pcs
223097100,2008T2P-B1-E,Terminal,CKM,pcs
223097100,570F 16mmx30m BLK,Tape,TERAOKA,meter
223247300,UL 3302 AWG28 RED P300,Wire,SUMITOMO,meter
223247300,UL 3302 AWG28 BLACK P300,Wire,SUMITOMO,meter
223247300,51021-0200,Housing,MOLEX,pcs
223247300,50058-8000,Terminal,MOLEX,pcs
223247300,P602-00,Switch,MIK DENSHI,pcs
223247300,SUMITUBE F3(Z) Ø1.5mm BLACK,Tube,SUMITOMO,meter
223247300,GR III (B-8) LLS227N  1.0mm,Solder Wire,SOLDER COAT,grams
223289400,UL 3265 AWG22 RED P300,Wire,SUMITOMO,meter
223289400,UL 3265 AWG22 BLACK P300,Wire,SUMITOMO,meter
223289400,43640-0201,Housing,MOLEX,Pcs
223289400,43031-0001,Terminal,MOLEX,Pcs
223289400,3962H-3P-HF,Housing,CKM,pcs
223289400,3962T0P-BI,Terminal,CKM,pcs
223289400,No.5 19mm BLACK,Tape,NITTO,meter
223289300,UL 3265 AWG22 RED P300,Wire,SUMITOMO,meter
223289300,UL 3265 AWG22 BLACK P300,Wire,SUMITOMO,meter
223289300,UL 3265 AWG22 GRAY P300,Wire,SUMITOMO,meter
223289300,YKB31-0050N,Connector,TOHOKU TATSUMI,pcs
223289300,43031-0001,Terminal,MOLEX,pcs
223289300,SUMITUBE F2(Z) 4x0.25 BLACK,TUBE,SUMITOMO,meter
223289300,SCN-11-5-20,Ferrite Core,TAKEUCHI,pcs
223289300,MGS-NP503-1.2,Solder wire,NIHON GENMA,grams
223289300,43645-0200,Housing,MOLEX,pcs
223319600,UL 3302 AWG28 RED P300,Wire,SUMITOMO,meter
223319600,UL 3302 AWG28 WHITE P300,Wire,SUMITOMO,meter
223319600,51047-0400,Housing,MOLEX,pcs
223319600,50125-8000,Terminal,MOLEX,pcs
223319600,51021-0400,Connector,MOLEX,pcs
223319600,50079-8000,Terminal,MOLEX,pcs
223289800,UL 3302 AWG28 WHITE P300,Wire,SUMITOMO,meter
223289800,UL 3302 AWG28 BLACK P300,Wire,SUMITOMO,meter
223289800,NSHR-08V-S,Connector,JST,pcs
223289800,SSHL-003T-P0.2,Terminal,JST,pcs
223289100,UL 3302 AWG28 WHITE P300,Wire,SUMITOMO,meter
223289100,UL 3302 AWG28 RED P300,Wire,SUMITOMO,meter
223289100,1001H-5P-HF,Connector,CKM,pcs
223289100,1001T0P-B1,Terminal,CKM,pcs
223289100,51047-0500 WHITE,Connector,MOLEX,pcs
223289100,50125-8000,Terminal,MOLEX,pcs
223429900,UL 10097 AWG18 WHITE P300,Wire,SUMITOMO,meter
223429900,UL 10097 AWG18 BLACK P300,Wire,SUMITOMO,meter
223429900,3962H-3P-HF,Housing,CKM,pcs
223429900,3962T0P-BI,Terminal,CKM,pcs
223429900,SUMITUBE F3(Z) Ø4mm BLACK,Tube,SUMITOMO,meter
223429900,C4V-822M,Interlock Switch,OMRON,pcs
223429900,SCN-16-8-16,Ferrite Core,TAKEUCHI,pcs
223429900,MGS-NP503-1.2,Solder wire,NIHON GENMA,g
223336900,UL 3443 AWG22 WHITE P300,Wire,SUMITOMO,meter
223336900,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
223336900,2008T2P-B1-E,Terminal,CKM,pcs
223336900,2015H-13P-HF-E,Housing,JST,pcs
223336900,SPHD-001T-P0.5,Terminal,JST,pcs
223336900,PHDR-12V-S,Connector,JST,pcs
223336900,AH-3 AWG1 BLACK,Tube,IWASE,pcs
223430000,UL 10097 AWG18 WHITE P300,Wire,SUMITOMO,meter
223430000,UL 10097 AWG18 BLACK P300,Wire,SUMITOMO,meter
223430000,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,LTK,meter
223430000,3962H-3P-HF,Housing,CKM,pcs
223430000,3962T0P-BI,Terminal,CKM,pcs
223430000,SRT-51T-4FE,Terminal,JST,pcs
223430000,SUMITUBE F3(Z) Ø4mm BLACK,Tube,SUMITOMO,meter
223430000,DB-14-5F (X=1.0),Inlet,LECI,pcs
223430000,SCN-16-8-16,Ferrite Core,TAKEUCHI,pcs
223430000,MGS-NP503-1.2,Solder wire,NIHON GENMA,g
223432700,UL 3767 AWG30 BLACK P150,Wire,SUMITOMO,meter
223432700,UL 3767 AWG30 BLUE P150,Wire,SUMITOMO,meter
223432700,SSUH-003T-P0.15,Terminal,JST,pcs
223432700,SUHR-02V-S-B,Housing,JST,pcs
223432700,SSH-003T-P0.2-H,Terminal,JST,pcs
223432700,SHR-02V-S-B,Housing,JST,pcs
223432700,SUMITUBE F2(Z) 1.5x0.2 BLACK,Tube,SUMITOMO,meter
223707200,UL 3302 AWG28 BLACK P300,Wire,SUMITOMO,meter
223707200,UL 3302 AWG28 RED P300,Wire,SUMITOMO,meter
223707200,UL 3302 AWG28 WHITE P300,Wire,SUMITOMO,meter
223707200,51021-0400,Housing,MOLEX,pcs
223707200,51021-0500,Housing,MOLEX,pcs
223707200,50079-8000,Terminal,MOLEX,pcs
223707100,UL 3302 AWG28 RED P300,Wire,SUMITOMO,meter
223707100,51021-0500,Housing,MOLEX,pcs
223707100,50079-8000,Terminal,MOLEX,pcs
223716800,UL 3302 AWG28 BLACK P300,Wire,SUMITOMO,meter
223716800,51021-0500,Housing,MOLEX,pcs
223716800,50079-8000,Terminal,MOLEX,pcs
223706500,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
223706500,2015H-8P-HF-E,Housing,CKM,pcs
223706500,2008T2P-B1-E,Terminal,CKM,pcs
223651500,UL 3302 AWG26 RED P300,Wire,SUMITOMO,meter
223651500,UL 3302 AWG26 BLACK P300,Wire,SUMITOMO,meter
223651500,UL 3302 AWG26 YELLOW P300,Wire,SUMITOMO,meter
223651500,UL 3302 AWG26 WHITE P300,Wire,SUMITOMO,meter
223651500,1501H-5P-HF,Housing,CKM,pcs
223651500,1501T0P-B1,Terminal,CKM,pcs
223651500,51047-0400,Housing,MOLEX,pcs
223651500,50125-8000,Terminal,MOLEX,pcs
223651900,UL 1571 AWG28 RED P300,Wire,SUMITOMO,meter
223651900,UL 1571 AWG28 GREEN P300,Wire,SUMITOMO,meter
223651900,UL 1571 AWG28 WHITE P300,Wire,SUMITOMO,meter
223651900,1251H-3P-HF,Housing,CKM,pcs
223651900,1251H-4P-HF,Housing,CKM,pcs
223651900,1251T0P-B2,Terminal,CKM,pcs
223707300,UL 3302 AWG28 BLACK P300,Wire,SUMITOMO,meter
223707300,UL 3302 AWG28 RED P300,Wire,SUMITOMO,meter
223707300,UL 3302 AWG28 WHITE P300,Wire,SUMITOMO,meter
223707300,UL 3302 AWG28 GREEN P300,Wire,SUMITOMO,meter
223707300,1001H-8P-HF,Housing,CKM,pcs
223707300,1001T0P-B1,Terminal,CKM,pcs
223707300,51047-0400,Housing,MOLEX,pcs
223707300,50125-8000,Terminal,MOLEX,pcs
223707300,51021-0500,Housing,MOLEX,pcs
223707300,50079-8000,Terminal,MOLEX,pcs
223651700,UL 1571 AWG30 RED P300,Wire,SUMITOMO,meter
223651700,UL 1571 AWG30 BLUE P300,Wire,SUMITOMO,meter
223651700,UL 1571 AWG30 ORANGE P300,Wire,SUMITOMO,meter
223651700,UL 1571 AWG30 BLACK P300,Wire,SUMITOMO,meter
223651700,UL 1571 AWG30 WHITE P300,Wire,SUMITOMO,meter
223651700,UL 1571 AWG30 YELLOW P300,Wire,SUMITOMO,meter
223651700,1501H-6P-HF,Housing,CKM,pcs
223651700,1501T0P-B1,Terminal,CKM,pcs
223574000,C-UL 1061 AWG26 WHITE P300,Wire,SUMITOMO,meter
223574000,SPH-002T-P0.5S,Terminal,JST,pcs
223574000,114304-2A,Terminal,JAM,pcs
223707000,UL 10368 AWG26 RED P300,Wire,SUMITOMO,meter
223707000,UL 10368 AWG26 BLACK P300,Wire,SUMITOMO,meter
223707000,UL 10368 AWG26 WHITE P300,Wire,SUMITOMO,meter
223707000,51021-0600,Housing,MOLEX,pcs
223707000,50079-8000,Terminal,MOLEX,pcs
223707000,51047-0600,Housing,MOLEX,pcs
223707000,50125-8000,Terminal,MOLEX,pcs
223707000,T=3 W=6 L=18.5,Cushion Tape,PAPTI,pcs
223707000,T=3 W=6 L=37,Cushion Tape,PAPTI,pcs
223707000,TCN 13-8-6,Ferrite Core,TAKEUCHI,pcs
223651600,UL 3443 AWG22 GREEN P300,Wire,SUMITOMO,meter
223651600,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
223651600,UL 3443 AWG22 RED P300,Wire,SUMITOMO,meter
223651600,UL 3443 AWG22 BLUE P300,Wire,SUMITOMO,meter
223651600,UL 3443 AWG22 YELLOW P300,Wire,SUMITOMO,meter
223651600,2015H-5P-HF-E,Housing,CKM,pcs
223651600,2008T2P-B1-E,Terminal,CKM,pcs
223651600,K3RH16.00x28.00x9.00,Ferrite Core,FERRICO,pcs
223651600,K3RH16.00x16.00x8.00,Ferrite Core,FERRICO,pcs
223956600,UL 10097 AWG18 WHITE P300,Wire,SUMITOMO,meter
223956600,UL 10097 AWG18 RED P300,WIRE      ,SUMITOMO,meter
223956600,UL 1007 AWG18 GREEN/YELLOW-LTK,Wire,LTK,meter
223956600,SRT-51T-4FE,Terminal,JST,pcs
223956600,SVH-21T-P1.1,Terminal,JST,pcs
223956600,VHR-3M WHITE,Housing,JST,pcs
223956600,K3RH16.00x16.00x8.00,Ferrite Core,FERRICO,pcs
223956600,SUMITUBE F(Z) Ø3.5 BLACK,Tube,SUMITOMO,meter
223956600,DB-14-5F (X=1.0),Inlet,LECI,pcs
TRC,,,,
219351501,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
219351501,353293-3 GRAY,Housing ,TYCO,pcs
219351501,03CZ-6Y,Housing ,JST,pcs
219686100,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
219686100,353293-3 GRAY,Connector,JST,pcs
219686100,03CZ-6Y,Connector,JST,pcs
220337200,C-UL 1061 AWG28 GRAY P300,Wire,SUMITOMO,meter
220337200,353293-3 GRAY,Housing ,TYCO,pcs
220337200,03CZ-6Y,Housing ,JST,pcs
222340200,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
222340200,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
222340200,PHR-2 BLACK,Housing ,JST,pcs
222340200,SPH-002T-P0.5S,Terminal,JST,pcs
222340200,E1408MRT,Ferrite Core,SINTERTECH,pcs
222340200,LLS227N-B18,Solder Coat,SENJU,kg
220336401,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
220336401,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
220336401,SPH-002T-P0.5S,Terminal,JST,pcs
220336401,PHR-2 BLACK,Housing,JST,pcs
220336401,E1408MRT,Ferrite Core,SINTERTECH,pcs
220336401,LLS227N-B18,Solder Bar,SOLDER COAT,kg
222308101,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
222308101,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
222308101,PHR-2 WHITE,Housing ,JST,pcs
222308101,SPH-002T-P0.5S,Terminal,JST,pcs
222308101,E1408MRT,Ferrite Core,SINTERTECH,pcs
222308101,LLS227N-B18,Solder Bar,SOLDER COAT,kg
216253400,C-UL 1061 AWG26 RED P300,Wire,SUMITOMO,meter
216253400,C-UL 1061 AWG26 BLACK P300,Wire,SUMITOMO,meter
216253400,SZH-002T-P0.5,Terminal,JST,pcs
216253400,ZHR-2,Housing,JST,pcs
216253400,LLS227N-B18,Solder Bar,SOLDER COAT,grams
216253400,E1005MRT,Ferrite Core,SINTERTECH,pcs
216454300,UL 3443 AWG24 BLACK P300,Wire,SUMITOMO,meter
216454300,UL 3443 AWG24 RED P300,Wire,SUMITOMO,meter
216454300,SYP-02TV-1,Housing,JST,pcs
216454300,SYF-001T-P0.6,Terminal,JST,pcs
216454300,LLS227N-B18,Solder Bar,SOLDER COAT,grams
216454700,UL 3443 AWG24 WHITE P300,Wire,SUMITOMO,meter
216454700,UL 3443 AWG24 ORANGE P300,Wire,SUMITOMO,meter
216454700,SYP-02TV-1,Housing,JST,pcs
216454700,SYF-001T-P0.6,Terminal,JST,pcs
216454700,LLS227N-B18,Solder Bar,SOLDER COAT,grams
216455600,C-UL 1061 AWG26 RED P300,Wire,SUMITOMO,meter
216455600,C-UL 1061 AWG26 BLACK P300,Wire,SUMITOMO,meter
216455600,SZH-002T-P0.5,Terminal,JST,pcs
216455600,ZHR-2,Housing,JST,pcs
216455600,LLS227N-B18,Solder Bar,SOLDER COAT,grams
216455600,E1005MRT,Ferrite Core,SINTERTECH,pcs
219431800,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
219431800,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
219431800,SPH-002T-P0.5S,Terminal,JST,pcs
219431800,PHR-2 BLACK,Housing,JST,pc
219431800,E1408MRT,Ferrite Core,SINTERTECH,pc
219431800,LLS227N-B18,Solder Bar,Solder Coat,g
220336800,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
220336800,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
220336800,SPH-002T-P0.5S,Terminal,JST,pcs
220336800,PHR-2 WHITE,Housing,JST,pc
220336800,E1408MRT,Ferrite Core,SINTERTECH,pc
220336800,LLS227N-B18,Solder Bar,Solder Coat,g
221076002,UL 3443 AWG24 RED P300,Wire,SUMITOMO,meter
221076002,UL 3443 AWG24 BLACK P300,Wire,SUMITOMO,meter
221076002,PHR-2 BLACK,Housing,TYCO,pcs
221076002,SPH-002T-P0.5S,Terminal,TYCO,pcs
221076002,AH-3 AWG9 WHITE,Tube,IWASE,meter
221076002,LLS227N-B18,Solder Bar,SOLDER COAT,grams
221076002,E1005MRT,Ferrite Core,SINTERTECH,pcs
216252000,UL 3443 AWG24 WHITE P300,Wire,SUMITOMO,meter
216252000,UL 3443 AWG24 ORANGE P300,Wire,SUMITOMO,meter
216252000,SYF-001T-P0.6,Terminal,JST,pcs
216252000,SYP-02TV-1,Housing,JST,pcs
216252000,LLS227N-B18,Solder Bar,SOLDER COAT,grams
216251300,UL 3443 AWG24 BLACK P300,Wire,SUMITOMO,meter
216251300,UL 3443 AWG24 RED P300,Wire,SUMITOMO,meter
216251300,SYP-02TV-1,Housing,JST,pcs
216251300,SYF-001T-P0.6,Terminal,JST,pcs
216251300,LLS227N-B18,Solder Bar,SOLDER COAT,grams
221091100,C-UL 1061 AWG26 RED P300,Wire,SUMITOMO,meter
221091100,C-UL 1061 AWG26 BLACK P300,Wire,SUMITOMO,meter
221091100,SMR-02V-N,Housing,JST,pcs
221091100,SYM-001T-P0.6,Terminal,JST,pcs
221091100,LLS227N-B18,Solder Bar,SOLDER COAT,grams
221099302,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
221099302,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
221099302,179228-2,Housing,TYCO,pc
221099302,179609-1,Terminal,TYCO,pcs
221099302,AH-3 AWG9 WHITE,Tube,IWASE,meter
221099302,LLS227N-B18,Solder Bar,Solder Coat,g
221097701,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
221097701,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
221097701,179609-1,Terminal,TYCO,pcs
221097701,179228-2,Housing,TYCO,pc
221097701,AH-3 AWG9 WHITE,Tube,IWASE,meter
221097701,E1005MRT,Ferrite Core,SINTERTECH,pc
221097701,LLS227N-B18,Solder Bar,Solder Coat,g
221073901,UL 3443 AWG22 RED P300,Wire,SUMITOMO,meter
221073901,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
221073901,SYM-001T-P0.6,Terminal,JST,pcs
221073901,SMR-02V-N,Housing,JST,pc
221073901,AH-3 AWG9 WHITE,Tube,IWASE,meter
221073901,LLS227N-B18,Solder Bar,Solder Coat,g
221073901,LLS227N-B18,Solder Bar,SOLDER COAT,grams
221091301,C-UL 1061 AWG26 BLACK P300,Wire,SUMITOMO,meter
221091301,C-UL 1061 AWG26 RED P300,Wire,SUMITOMO,meter
221091301,SMR-02V-N,Housing,JST,pcs
221091301,SYM-001T-P0.6,Terminal,JST,pcs
221091301,E1005MRT,Ferrite Core,SINTERTECH,pcs
221091301,AH-3 AWG9 WHITE,Tube,IWASE,meter
221091301,T18S,Binder,TYTON,pcs
221091301,LLS227N-B18,Solder Bar,SOLDER COAT,grams
221099701,UL 3443 AWG22 RED P300,Wire,SUMITOMO,meter
221099701,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
221099701,SYM-001T-P0.6,Terminal,JST,pcs
221099701,SMR-02V-N,Housing,JST,pcs
221099701,SUMITUBE F2(Z) 2.5x0.25 WHITE,Tube,SUMITOMO,meter
221099701,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218947200,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
218947200,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
218947200,SPH-002T-P0.5S,Terminal,JST,pcs
218947200,PHR-2 BLACK,Housing,JST,pcs
218947200,E1408MRT,Ferrite Core,SINTERTECH,pcs
218947200,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218947200,RK2000T-T,Terminal,RENKYO,pcs
218947200,RK2000H-02-BK,Housing,RENKYO,pcs
218947600,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
218947600,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
218947600,SPH-002T-P0.5S,Terminal,JST,pcs
218947600,PHR-2 WHITE,Housing,JST,pcs
218947600,E1408MRT,Ferrite Core,SINTERTECH,pcs
218947600,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218947600,RK2000T-T,Terminal,RENKYO,pcs
218947600,RK2000H-02-00,Housing,RENKYO,pcs
221077000,UL 3443 AWG22 RED P300,Wire,SUMITOMO,meter
221077000,UL 3443 AWG22 BLACK P300,Wire,SUMITOMO,meter
221077000,2008-T2P-B1,Terminal,CKM,pcs
221077000,2015H-02P-A-HF,Connector,CKM,pcs
221077000,T18R,Binder,TYTON,pcs
221077000,SUMITUBE F2(Z) 2.5x0.25 WHITE,Tube,SUMITOMO,meter
221077000,LLS227N-B18,Solder Bar,SOLDER COAT,kg
221692600,C-UL 1061 AWG26 RED P300,Wire,SUMITOMO,meter
221692600,C-UL 1061 AWG26 BLACK P300,Wire,SUMITOMO,meter
221692600,SPH-002T-P0.5S,Terminal,JST,pcs
221692600,PHR-2 WHITE,Connector,JST,pcs
221692600,LLS227N-B18,Solder Bar,SOLDER COAT,kg
221692500,C-UL 1061 AWG28 RED P300,Wire,SUMITOMO,meter
221692500,C-UL 1061 AWG28 BLACK P300,Wire,SUMITOMO,meter
221692500,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
221692500,SZH-002T-P0.5,Terminal,JST,pcs
221692500,ZHR-5,Connector,JST,pcs
221692500,SSH-003T-P0.2-H,Terminal,JST,pcs
221692500,SHR-03V-S,Connector,JST,pcs
221692500,LLS227N-B18,Solder Bar,SOLDER COAT,grams
221030701,C-UL 1061 AWG26 RED P300,Wire,SUMITOMO,meter
221030701,C-UL 1061 AWG26 BLACK P300,Wire,SUMITOMO,meter
221030701,PHR-2 WHITE,Connector,JST,pcs
221030701,SPH-002T-P0.5S,Terminal,JST,pcs
221030701,LLS227N-B18,Solder Bar,SOLDER COAT,kg
221030600,C-UL 1061 AWG28 RED P300,Wire,SUMITOMO,meter
221030600,C-UL 1061 AWG28 BLACK P300,Wire,SUMITOMO,meter
221030600,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
221030600,SCZH-002T-P0.5,Terminal,JST,pcs
221030600,SSH-003T-P0.2-H,Terminal,JST,pcs
221030600,CZHR-05V-S,Connector,JST,pcs
221030600,SHR-03V-S,Connector,JST,pcs
221030600,LLS227N-B18,Solder Bar,SOLDER COAT,kg
219087300,C-UL 1061 AWG26 BLACK P300,Wire,SUMITOMO,meter
219087300,C-UL 1061 AWG26 RED P300,Wire,SUMITOMO,meter
219087300,1501H-2P-HF,Connector,CKM,pcs
219087300,1501T0P-B1,Terminal,CKM,pcs
219087300,LLS227N-B18,Solder Bar,SOLDER COAT,kg
222307700,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
222307700,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
222307700,PHR-2 RED,Connector,JST,pcs
222307700,SPH-002T-P0.5S,Terminal,JST,pcs
222307700,E1408MRT,Ferrite Core,FERRICO,pcs
222307700,LLS227N-B18,Solder Bar,SOLDER COAT,kg
221637000,C-UL 1061 AWG28 RED P300,Wire,SUMITOMO,meter
221637000,C-UL 1061 AWG28 BLACK P300,Wire,SUMITOMO,meter
221637000,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
221637000,MLS-140AUS2,Switch,SHINMEI,pcs
221637000,SUMITUBE F2(Z) 1.5x0.2 BLACK,Sumitube,SUMITOMO,meter
221637000,ZHR-4-K,Connector,JST,pcs
221637000,SZH-002T-P0.5,Terminal,JST,pcs
221637000,LLS227N-B18,Solder Bar,SOLDER COAT,grams
221637000,GR III (B-8) LLS227N  1.2mm,Solder Wire,SOLDER COAT,kg
211669201,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
211669201,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
211669201,02KR-6S-P WHITE,Housing,JST,pcs
211669201,LLS227N-B18,Solder Bar,Solder Coat,grams
222655600,C-UL 1061 AWG24 RED P300,Wire,SUMITOMO,meter
222655600,C-UL 1061 AWG24 BLACK P300,Wire,SUMITOMO,meter
222655600,SYM-001T-P0.6,Terminal,JST,pcs
222655600,SMR-02V-N,HOusing,JST,pcs
222655600,28B0709-030,Ferrite Core,LAIRD,grams
222655600,LLS227N-B18,Solder Bar,Solder Coat,grams
222655600,AH-3 AWG9 WHITE,Tube,IWASE,meter
218947201,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
218947201,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
218947201,SPH-002T-P0.5S,Terminal (Sub),JST,pcs
218947201,PHR-2 BLACK,Housing (Sub),JST,pcs
218947201,02KR-6K-P BLACK,Connector,JST,pcs
218947201,K3T14.00x8.00x10.00,Ferrite Core,FERRICO,pcs
218947201,E1408MRT,Ferrite Core (Sub),SINTERTECH,pcs
218947201,LLS227N-B18,Solder Bar,SOLDER COAT,kg
218947601,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
218947601,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
218947601,SPH-002T-P0.5S,Terminal,JST,pcs
218947601,PHR-2 WHITE,Housing,JST,pcs
218947601,02KR-6H-P GRAY,Connector (Sub),JST,pcs
218947601,K3T14.00x8.00x10.00,Ferrite Core,FERRICO,pcs
218947601,E1408MRT,Ferrite Core,SINTERTECH,pcs
218947601,LLS227N-B18,Solder Bar,SOLDER COAT,kg
223121602,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
223121602,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
223121602,PHR-2 BLACK,Housing,JST,pcs
223121602,SPH-002T-P0.5S,Terminal,JST,pcs
223121602,K3T14.00x8.00x10.00,Ferrite Core,FERRICO,pcs
223121602,MGS-NP503-1.2,Solder wire,NIHON GENMA,g
223265901,C-UL 1061 AWG24 BLACK P300,Wire,SUMITOMO,meter
223265901,SRA-01T-3.2,Terminal,JST,pcs
223265901,E1005MRT,Ferrite Core,SINTERTECH,pcs
223266002,UL 3443 AWG28 RED P300,Wire,SUMITOMO,meter
223266002,UL 3443 AWG28 BLACK P300,Wire,SUMITOMO,meter
223266002,PHR-2 WHITE,Connector,JST,pcs
223266002,SPH-002T-P0.5S,Terminal,JST,pcs
223266002,E1005MRT,Ferrite Core,SINTERTECH,pcs
223266002,MGS-NP503-1.2,Solder wire,NIHON GENMA,g
223574001,C-UL 1061 AWG26 WHITE P300,Wire,SUMITOMO,meter
223574001,114304-2A,Terminal,JAM,pcs
223574001,SPH-002T-P0.5S,Terminal,JST,pcs
223573400,UL 3443 AWG26 RED P300,Wire,SUMITOMO,meter
223573400,UL 3443 AWG26 BLACK P300,Wire,SUMITOMO,meter
223573400,PHR-2 BLACK,Housing,JST,pcs
223573400,SPH-002T-P0.5S,Terminal,JST,pcs
223573400,K3T14.00x8.00x10.00,Ferrite Core,FERRICO,pcs
223573400,MGS-NP503-1.2,Solder wire,NIHON GENMA,kg
223574300,C-UL 1061 AWG28 WHITE P300,Wire,SUMITOMO,meter
223574300,03CZ-6Y,Housing ,JST,pcs
223574300,353293-3 GRAY,Housing ,TYCO,pcs
104231400,SUMITUBE V (300V) Ø4x0.15 CLEAR,Tube,SUMITOMO,meter
